transacao_id,categoria_produto,split,valor_total,desconto,valor_total_bucket,desconto_bucket
50342,Máquinas,train,15465.62,2011.53,1,4
50343,Máquinas,train,51297.0,2141.91,6,4
50344,Defensivos,train,1211.99,33.97,1,0
50345,Fertilizantes,train,4230.68,461.4,4,6
50346,Sementes,train,5522.43,342.01,6,6
50347,Máquinas,train,36555.18,2495.07,4,5
50348,Máquinas,train,24907.94,1848.37,3,4
50349,Sementes,train,4664.43,46.08,5,0
50350,Sementes,train,4466.45,462.32,5,7
50351,Máquinas,train,126125.05,10194.75,9,9
50352,Máquinas,train,18611.54,1875.4,2,4
50353,Defensivos,train,1751.08,210.88,1,3
50354,Fertilizantes,train,2427.96,383.06,2,5
50355,Máquinas,train,16595.35,1087.37,2,2
50356,Defensivos,train,5104.06,239.14,5,4
50357,Sementes,train,1867.64,67.48,2,1
50358,Máquinas,train,5140.68,233.65,0,0
50359,Fertilizantes,train,2440.96,91.72,2,1
50360,Sementes,train,1025.85,22.27,0,0
50361,Máquinas,train,31017.42,1835.66,4,4
50362,Máquinas,train,77074.95,3684.84,8,6
50363,Máquinas,train,20129.26,962.6,2,2
50364,Máquinas,train,16450.01,1385.34,2,3
50365,Máquinas,train,92015.87,10037.65,8,9
50366,Sementes,train,4630.83,252.87,5,4
50367,Defensivos,train,3665.51,356.94,4,5
50368,Fertilizantes,train,6118.8,316.65,5,4
50369,Sementes,train,5175.81,134.46,5,2
50370,Sementes,train,11899.47,1002.45,9,9
50371,Sementes,train,2490.42,81.98,2,1
50372,Máquinas,train,44329.35,2046.91,5,4
50373,Sementes,train,5300.1,260.82,6,4
50374,Defensivos,train,1914.73,207.59,1,3
50375,Máquinas,train,49810.21,3465.95,6,6
50376,Fertilizantes,train,5331.81,118.26,5,1
50377,Máquinas,train,178395.8,19256.6,9,9
50378,Sementes,train,7131.33,267.18,7,5
50379,Defensivos,train,6754.04,154.16,6,2
50380,Defensivos,train,810.45,21.63,0,0
50381,Defensivos,train,1048.89,87.17,0,1
50382,Sementes,train,4646.82,271.18,5,5
50383,Máquinas,train,55075.33,2178.75,6,4
50384,Fertilizantes,train,7122.01,72.68,6,1
50385,Fertilizantes,train,14091.15,709.71,9,8
50386,Fertilizantes,train,4774.46,428.38,4,6
50387,Máquinas,train,39935.52,3051.48,5,5
50388,Defensivos,train,1300.4,103.68,1,1
50389,Fertilizantes,train,1450.8,73.56,1,1
50390,Máquinas,train,45702.0,2024.73,5,4
50391,Máquinas,train,34944.59,1778.97,4,4
50392,Sementes,train,1598.94,107.94,1,2
50393,Fertilizantes,train,10715.08,1190.68,8,9
50394,Fertilizantes,train,2345.07,135.78,2,2
50395,Fertilizantes,train,2864.4,211.44,2,3
50396,Defensivos,train,4817.14,624.41,5,7
50397,Defensivos,train,3365.1,153.6,3,2
50398,Defensivos,train,19550.46,1732.84,9,9
50399,Máquinas,train,16704.13,1276.87,2,3
50400,Defensivos,train,1350.28,53.54,1,0
50401,Fertilizantes,train,1398.79,180.5,1,3
50402,Defensivos,train,5600.91,464.1,5,6
50403,Máquinas,train,103131.83,11769.6,8,9
50404,Defensivos,train,6261.76,319.67,6,5
50405,Máquinas,train,29011.65,4494.39,3,7
50406,Máquinas,train,23414.24,1773.36,3,4
50407,Máquinas,train,96404.27,6464.93,8,8
50408,Defensivos,train,6296.94,56.52,6,0
50409,Sementes,train,4233.25,322.49,5,5
50410,Máquinas,train,31592.43,821.61,4,1
50411,Sementes,train,4718.77,413.39,5,6
50412,Sementes,train,1289.4,108.92,1,2
50413,Sementes,train,5682.61,638.27,6,8
50414,Máquinas,train,115384.17,3448.13,9,6
50415,Sementes,train,6230.7,646.45,6,8
50416,Defensivos,train,579.66,76.8,0,1
50417,Máquinas,train,22651.5,1702.8,3,3
50418,Sementes,train,2129.2,118.14,2,2
50419,Máquinas,train,25748.31,1276.71,3,3
50420,Fertilizantes,train,1642.53,184.26,1,3
50421,Defensivos,train,10894.46,1286.98,8,9
50422,Máquinas,train,36700.43,3600.41,4,6
50423,Máquinas,train,89720.18,8064.17,8,8
50424,Fertilizantes,train,1684.95,142.53,1,2
50425,Máquinas,train,7594.39,526.97,0,1
50426,Máquinas,train,65105.04,3926.46,7,6
50427,Máquinas,train,113926.07,10332.26,9,9
50428,Sementes,train,4520.57,545.12,5,7
50429,Sementes,train,1083.3,30.26,0,0
50430,Máquinas,train,92199.73,5930.42,8,8
50431,Defensivos,train,6034.32,376.18,6,6
50432,Defensivos,train,8212.32,320.98,7,5
50433,Máquinas,train,61760.23,3987.95,7,6
50434,Defensivos,train,6029.89,365.51,6,5
50435,Sementes,train,5504.34,292.29,6,5
50436,Sementes,train,5863.39,258.77,6,4
50437,Máquinas,train,56568.93,2493.39,6,5
50438,Máquinas,train,145675.96,4911.23,9,7
50439,Fertilizantes,train,349.29,19.05,0,0
50440,Máquinas,train,31686.75,5014.11,4,7
50441,Máquinas,train,34348.84,1137.68,4,2
50442,Sementes,train,13237.01,398.62,9,6
50443,Máquinas,train,25782.86,1952.66,3,4
50444,Defensivos,train,4983.57,583.23,5,7
50445,Sementes,train,3589.4,272.86,4,5
50446,Defensivos,train,3454.74,221.13,3,4
50447,Fertilizantes,train,13731.32,1037.18,9,9
50448,Sementes,train,4851.82,210.94,5,4
50449,Fertilizantes,train,6896.3,382.42,6,5
50450,Defensivos,train,13327.67,563.43,9,7
50451,Fertilizantes,train,7213.63,509.81,6,6
50452,Defensivos,train,3748.13,165.15,4,3
50453,Máquinas,train,88309.84,8499.12,8,9
50454,Sementes,train,6311.45,537.28,6,7
50455,Máquinas,train,48395.33,4825.87,6,7
50456,Defensivos,train,3895.04,266.96,4,4
50457,Máquinas,train,98109.91,12181.09,8,9
50458,Máquinas,train,8705.1,1148.95,0,2
50459,Máquinas,train,148215.32,12447.1,9,9
50460,Defensivos,train,10541.05,1570.75,8,9
50461,Máquinas,train,34980.38,1130.77,4,2
50462,Sementes,train,10264.77,871.83,8,9
50463,Máquinas,train,12832.45,1260.6,1,2
50464,Sementes,train,2489.15,40.54,2,0
50465,Sementes,train,1129.33,32.72,1,0
50466,Máquinas,train,14080.97,1191.28,1,2
50467,Sementes,train,1581.55,75.07,1,1
50468,Fertilizantes,train,13223.21,932.98,9,8
50469,Defensivos,train,3426.82,263.48,3,4
50470,Fertilizantes,train,6904.79,535.45,6,7
50471,Defensivos,train,21063.2,578.48,9,7
50472,Fertilizantes,train,20433.02,354.82,9,5
50473,Defensivos,train,14177.8,90.86,9,1
50474,Máquinas,train,176820.97,2169.31,9,4
50475,Máquinas,train,86282.03,6977.68,8,8
50476,Defensivos,train,3969.56,417.72,4,6
50477,Máquinas,train,16186.96,531.5,2,1
50478,Defensivos,train,13493.29,1118.31,9,9
50479,Defensivos,train,9806.78,946.62,8,9
50480,Defensivos,train,5835.35,459.26,6,6
50481,Defensivos,train,7151.56,276.04,7,4
50482,Máquinas,train,78928.26,9969.96,8,9
50483,Fertilizantes,train,882.12,100.7,0,1
50484,Defensivos,train,2888.46,133.62,3,2
50485,Máquinas,train,98377.74,7346.34,8,8
50486,Máquinas,train,48060.48,1587.09,6,3
50487,Fertilizantes,train,3031.92,153.0,2,2
50488,Defensivos,train,5870.68,265.4,6,4
50489,Fertilizantes,train,4621.31,597.55,4,7
50490,Fertilizantes,train,1825.48,120.71,1,1
50491,Defensivos,train,766.02,98.3,0,1
50492,Máquinas,train,17963.16,2588.92,2,5
50493,Defensivos,train,12828.43,968.97,9,9
50494,Sementes,train,1449.62,60.54,1,1
50495,Máquinas,train,37825.62,6112.2,5,8
50496,Máquinas,train,102716.18,4034.38,8,6
50497,Sementes,train,10906.35,204.53,9,4
50498,Defensivos,train,7908.53,44.71,7,0
50499,Fertilizantes,train,4429.53,256.29,4,4
50500,Sementes,train,7063.01,143.47,7,2
50501,Defensivos,train,6208.94,620.19,6,7
50502,Defensivos,train,2078.87,34.78,2,0
50503,Máquinas,train,74029.36,8200.9,7,9
50504,Fertilizantes,train,4780.13,481.27,4,6
50505,Máquinas,train,13982.37,1339.05,1,3
50506,Defensivos,train,5526.74,374.46,5,6
50507,Sementes,train,2784.31,242.17,3,4
50508,Sementes,train,4085.33,19.75,4,0
50509,Máquinas,train,9173.5,450.62,0,0
50510,Fertilizantes,train,7760.22,298.48,7,4
50511,Sementes,train,4801.26,517.38,5,7
50512,Defensivos,train,1302.62,201.94,1,3
50513,Máquinas,train,26924.0,2669.7,3,5
50514,Máquinas,train,58113.44,4225.2,6,7
50515,Defensivos,train,4238.72,150.88,4,2
50516,Sementes,train,716.52,27.96,0,0
50517,Fertilizantes,train,9338.13,682.72,7,7
50518,Defensivos,train,25288.08,2291.76,9,9
50519,Máquinas,train,59877.5,1543.4,7,3
50520,Defensivos,train,1760.21,83.63,1,1
50521,Fertilizantes,train,5641.11,348.87,5,5
50522,Máquinas,train,26745.56,1296.74,3,3
50523,Sementes,train,1047.27,44.53,0,0
50524,Fertilizantes,train,8972.94,289.86,7,4
50525,Máquinas,train,92336.99,8501.09,8,9
50526,Fertilizantes,train,1384.17,107.37,0,1
50527,Defensivos,train,2852.06,125.62,3,2
50528,Máquinas,train,61959.36,8065.68,7,9
50529,Sementes,train,736.66,97.97,0,1
50530,Defensivos,train,947.86,69.63,0,1
50531,Sementes,train,11130.04,565.06,9,7
50532,Máquinas,train,118341.34,14619.26,9,9
50533,Fertilizantes,train,5753.79,477.41,5,6
50534,Máquinas,train,4636.9,254.58,0,0
50535,Sementes,train,10804.04,1483.32,9,9
50536,Sementes,train,12293.85,363.69,9,6
50537,Defensivos,train,7589.35,28.77,7,0
50538,Fertilizantes,train,4414.76,298.9,4,4
50539,Máquinas,train,6514.1,610.79,0,1
50540,Máquinas,train,1953.76,137.93,0,0
50541,Fertilizantes,train,2430.25,165.77,2,2
50542,Fertilizantes,train,738.09,10.66,0,0
50543,Máquinas,train,103763.35,13292.81,8,9
50544,Fertilizantes,train,7510.68,544.36,6,7
50545,Defensivos,train,3460.87,171.71,3,3
50546,Defensivos,train,10760.08,199.28,8,3
50547,Máquinas,train,4741.93,391.71,0,0
50548,Máquinas,train,33303.19,3113.69,4,6
50549,Máquinas,train,65971.87,3291.49,7,6
50550,Sementes,train,531.33,25.34,0,0
50551,Máquinas,train,138260.63,2950.21,9,5
50552,Defensivos,train,2001.83,199.57,1,3
50553,Sementes,train,729.07,26.41,0,0
50554,Máquinas,train,9221.34,313.8,0,0
50555,Fertilizantes,train,6842.43,525.69,6,6
50556,Máquinas,train,25217.3,2319.1,3,4
50557,Sementes,train,7171.12,1034.68,7,9
50558,Máquinas,train,16363.08,792.6,2,1
50559,Defensivos,train,3954.65,420.55,4,6
50560,Defensivos,train,6040.99,800.51,6,8
50561,Fertilizantes,train,1176.15,117.03,0,1
50562,Defensivos,train,7408.21,489.47,7,7
50563,Fertilizantes,train,10551.89,595.61,8,7
50564,Defensivos,train,15584.37,508.05,9,7
50565,Máquinas,train,329130.56,29485.34,9,9
50566,Sementes,train,5414.84,98.01,6,1
50567,Máquinas,train,33492.66,3027.51,4,5
50568,Fertilizantes,train,6573.33,591.27,6,7
50569,Fertilizantes,train,2156.46,133.62,1,2
50570,Sementes,train,7045.85,251.09,7,4
50571,Máquinas,train,146689.18,21001.62,9,9
50572,Defensivos,train,8658.95,1014.97,7,9
50573,Fertilizantes,train,5557.61,874.48,5,8
50574,Fertilizantes,train,12828.91,678.89,8,7
50575,Defensivos,train,11477.38,621.14,8,7
50576,Sementes,train,2921.61,382.11,3,6
50577,Fertilizantes,train,2058.74,86.08,1,1
50578,Defensivos,train,13493.85,189.81,9,3
50579,Sementes,train,7384.11,745.95,7,8
50580,Fertilizantes,train,2895.22,170.36,2,2
50581,Sementes,train,6032.22,706.48,6,8
50582,Máquinas,train,21766.33,1155.85,2,2
50583,Máquinas,train,9864.28,1439.74,1,3
50584,Fertilizantes,train,9608.08,890.51,8,8
50585,Máquinas,train,38915.73,1529.01,5,3
50586,Máquinas,train,32062.96,5276.37,4,7
50587,Máquinas,train,45699.35,2077.57,5,4
50588,Sementes,train,13549.52,432.18,9,6
50589,Defensivos,train,10771.3,642.77,8,8
50590,Fertilizantes,train,9395.43,324.21,7,5
50591,Máquinas,train,45647.99,499.55,5,0
50592,Fertilizantes,train,4287.4,242.96,4,3
50593,Máquinas,train,70683.7,6539.9,7,8
50594,Máquinas,train,86667.07,5205.89,8,7
50595,Sementes,train,1020.0,13.44,0,0
50596,Defensivos,train,4009.25,115.03,4,2
50597,Defensivos,train,4297.96,492.49,4,7
50598,Máquinas,train,14685.57,391.17,1,0
50599,Máquinas,train,28285.88,252.82,3,0
50600,Máquinas,train,75267.85,1616.58,8,3
50601,Fertilizantes,train,21214.46,601.81,9,7
50602,Máquinas,train,37741.44,752.89,5,1
50603,Defensivos,train,10398.53,893.57,8,8
50604,Sementes,train,484.54,53.65,0,0
50605,Defensivos,train,457.05,12.72,0,0
50606,Máquinas,train,3898.77,422.76,0,0
50607,Fertilizantes,train,5454.75,289.05,5,4
50608,Máquinas,train,23797.86,2048.43,3,4
50609,Sementes,train,5305.81,735.71,6,8
50610,Sementes,train,6900.41,238.07,7,4
50611,Sementes,train,820.28,74.28,0,1
50612,Máquinas,train,47554.32,5663.58,6,8
50613,Sementes,train,3303.91,134.17,3,2
50614,Fertilizantes,train,18261.53,925.03,9,8
50615,Máquinas,train,21751.12,2335.85,2,5
50616,Defensivos,train,4885.07,200.92,5,3
50617,Sementes,train,5669.8,621.32,6,8
50618,Máquinas,train,33370.85,3291.15,4,6
50619,Defensivos,train,9360.15,862.65,8,8
50620,Máquinas,train,62058.06,8903.34,7,9
50621,Sementes,train,3032.87,268.69,3,5
50622,Sementes,train,4764.03,93.27,5,1
50623,Defensivos,train,12504.91,515.65,9,7
50624,Sementes,train,1143.88,45.14,1,0
50625,Fertilizantes,train,14593.18,1951.62,9,9
50626,Máquinas,train,9665.58,522.41,0,1
50627,Sementes,train,4819.49,209.41,5,4
50628,Máquinas,train,2505.55,102.88,0,0
50629,Máquinas,train,66775.44,4711.71,7,7
50630,Sementes,train,2857.53,357.63,3,6
50631,Fertilizantes,train,2634.0,443.92,2,6
50632,Fertilizantes,train,11696.45,540.91,8,7
50633,Defensivos,train,6804.31,200.48,6,3
50634,Sementes,train,1105.71,89.25,1,1
50635,Defensivos,train,2184.68,200.2,2,3
50636,Sementes,train,4635.33,182.77,5,3
50637,Fertilizantes,train,26817.54,1576.98,9,9
50638,Máquinas,train,14743.6,238.78,1,0
50639,Máquinas,train,24946.98,3338.78,3,6
50640,Fertilizantes,train,3216.05,421.85,3,6
50641,Máquinas,train,58204.48,3931.02,6,6
50642,Sementes,train,690.34,64.3,0,1
50643,Sementes,train,3944.58,165.12,4,3
50644,Máquinas,train,32830.11,4231.45,4,7
50645,Defensivos,train,2719.99,133.82,2,2
50646,Defensivos,train,7822.48,182.75,7,3
50647,Máquinas,train,50622.27,7365.45,6,8
50648,Sementes,train,6440.66,255.34,7,4
50649,Máquinas,train,35789.19,729.75,4,1
50650,Máquinas,train,177257.67,6561.33,9,8
50651,Defensivos,train,7577.94,365.66,7,5
50652,Defensivos,train,3550.97,185.56,3,3
50653,Máquinas,train,27632.07,2657.93,3,5
50654,Fertilizantes,train,952.11,67.82,0,0
50655,Defensivos,train,2588.32,203.84,2,3
50656,Máquinas,train,121240.82,18899.78,9,9
50657,Defensivos,train,1898.3,199.38,1,3
50658,Máquinas,train,60945.94,8289.51,7,9
50659,Fertilizantes,train,10708.78,624.11,8,7
50660,Sementes,train,5681.06,224.94,6,4
50661,Sementes,train,5242.46,228.02,6,4
50662,Sementes,train,8072.25,404.43,8,6
50663,Sementes,train,2993.91,145.29,3,2
50664,Defensivos,train,4902.12,321.03,5,5
50665,Máquinas,train,30936.47,958.61,4,2
50666,Defensivos,train,1652.19,222.9,1,4
50667,Fertilizantes,train,1202.67,108.81,0,1
50668,Máquinas,train,27151.96,2107.1,3,4
50669,Máquinas,train,33157.0,4280.68,4,7
50670,Máquinas,train,71737.59,11151.72,7,9
50671,Fertilizantes,train,6908.32,892.8,6,8
50672,Máquinas,train,34703.86,2580.18,4,5
50673,Fertilizantes,train,3001.92,421.12,2,6
50674,Máquinas,train,37127.12,1761.38,4,4
50675,Defensivos,train,3473.51,198.67,3,3
50676,Defensivos,train,4015.8,212.2,4,3
50677,Sementes,train,2178.0,139.41,2,2
50678,Fertilizantes,train,3407.96,181.66,3,3
50679,Máquinas,train,11720.28,505.72,1,0
50680,Sementes,train,5223.17,593.71,6,8
50681,Sementes,train,5495.46,358.84,6,6
50682,Fertilizantes,train,6303.7,544.2,5,7
50683,Máquinas,train,86965.2,6425.45,8,8
50684,Fertilizantes,train,2760.27,79.51,2,1
50685,Máquinas,train,32844.81,523.83,4,1
50686,Defensivos,train,5273.07,389.23,5,6
50687,Máquinas,train,30082.04,1116.82,4,2
50688,Sementes,train,6264.49,636.67,6,8
50689,Fertilizantes,train,7324.43,545.83,6,7
50690,Sementes,train,1951.19,178.69,2,3
50691,Sementes,train,4597.73,545.39,5,7
50692,Máquinas,train,23849.62,2253.9,3,4
50693,Máquinas,train,133096.74,2644.16,9,5
50694,Máquinas,train,26353.97,2203.71,3,4
50695,Defensivos,train,5452.04,125.5,5,2
50696,Máquinas,train,62985.64,2470.76,7,5
50697,Sementes,train,1648.54,47.1,1,0
50698,Sementes,train,6818.54,206.58,7,4
50699,Defensivos,train,9290.12,585.34,8,7
50700,Máquinas,train,31098.91,3173.27,4,6
50701,Máquinas,train,49564.69,3776.51,6,6
50702,Máquinas,train,30807.37,964.03,4,2
50703,Fertilizantes,train,8091.73,575.87,7,7
50704,Máquinas,train,34833.39,2219.61,4,4
50705,Máquinas,train,12286.02,851.66,1,1
50706,Sementes,train,6742.79,308.59,7,5
50707,Defensivos,train,8931.44,633.52,7,7
50708,Fertilizantes,train,4460.7,566.56,4,7
50709,Fertilizantes,train,7030.44,417.24,6,6
50710,Sementes,train,12176.66,352.33,9,6
50711,Máquinas,train,40418.43,4077.42,5,7
50712,Fertilizantes,train,5088.4,217.91,4,3
50713,Máquinas,train,82838.9,4635.8,8,7
50714,Sementes,train,2628.39,116.43,3,2
50715,Máquinas,train,6473.51,47.17,0,0
50716,Defensivos,train,9837.35,434.35,8,6
50717,Defensivos,train,2146.66,207.69,2,3
50718,Sementes,train,17556.75,1249.75,9,9
50719,Defensivos,train,3354.29,158.86,3,2
50720,Defensivos,train,3020.78,150.28,3,2
50721,Sementes,train,2054.14,138.98,2,2
50722,Máquinas,train,37945.28,1280.72,5,3
50723,Máquinas,train,4505.37,269.71,0,0
50724,Sementes,train,6714.28,656.02,7,8
50725,Máquinas,train,14765.32,484.13,1,0
50726,Sementes,train,2688.73,365.97,3,6
50727,Sementes,train,13625.81,288.64,9,5
50728,Defensivos,train,7488.68,319.12,7,5
50729,Máquinas,train,53979.1,5270.51,6,7
50730,Sementes,train,5911.5,244.35,6,4
50731,Máquinas,train,37230.77,3213.11,4,6
50732,Sementes,train,2622.6,107.67,3,2
50733,Defensivos,train,14122.72,872.68,9,8
50734,Sementes,train,2706.22,82.65,3,1
50735,Sementes,train,2297.78,142.24,2,2
50736,Máquinas,train,67891.84,6439.96,7,8
50737,Fertilizantes,train,2922.86,193.54,2,3
50738,Máquinas,train,39799.93,3665.87,5,6
50739,Defensivos,train,7025.86,835.54,6,8
50740,Sementes,train,20154.55,1290.65,9,9
50741,Máquinas,train,317407.28,13941.92,9,9
50742,Fertilizantes,train,17003.47,1913.33,9,9
50743,Sementes,train,5863.01,361.69,6,6
50744,Máquinas,train,27271.76,533.42,3,1
50745,Máquinas,train,28123.35,1607.62,3,3
50746,Defensivos,train,573.34,55.69,0,0
50747,Máquinas,train,30018.71,59.49,4,0
50748,Fertilizantes,train,6506.3,456.96,6,6
50749,Defensivos,train,223.39,17.6,0,0
50750,Fertilizantes,train,8115.61,948.34,7,8
50751,Defensivos,train,10456.13,594.19,8,7
50752,Defensivos,train,1884.63,234.21,1,4
50753,Sementes,train,1648.31,28.51,1,0
50754,Máquinas,train,30996.51,3281.16,4,6
50755,Defensivos,train,18209.78,2776.01,9,9
50756,Sementes,train,1397.93,83.89,1,1
50757,Máquinas,train,102654.75,4516.98,8,7
50758,Defensivos,train,4782.39,456.11,5,6
50759,Fertilizantes,train,1560.48,131.73,1,2
50760,Sementes,train,4062.4,309.89,4,5
50761,Sementes,train,385.16,56.64,0,0
50762,Máquinas,train,49968.93,2576.4,6,5
50763,Fertilizantes,train,10593.7,1253.31,8,9
50764,Máquinas,train,60818.98,4727.18,7,7
50765,Fertilizantes,train,3190.44,174.88,3,2
50766,Sementes,train,4322.32,318.0,5,5
50767,Defensivos,train,24673.41,3019.68,9,9
50768,Máquinas,train,160699.31,8992.19,9,9
50769,Defensivos,train,1401.73,45.43,1,0
50770,Máquinas,train,77634.52,5771.45,8,8
50771,Sementes,train,46719.8,632.7,9,8
50772,Fertilizantes,train,3725.56,86.22,3,1
50773,Fertilizantes,train,23700.13,656.37,9,7
50774,Máquinas,train,8524.94,1020.98,0,2
50775,Defensivos,train,20270.65,1291.46,9,9
50776,Defensivos,train,3391.3,259.18,3,4
50777,Fertilizantes,train,4638.56,155.38,4,2
50778,Máquinas,train,22777.46,1381.06,3,3
50779,Defensivos,train,6812.22,176.44,6,3
50780,Máquinas,train,22203.8,1248.76,2,2
50781,Sementes,train,7879.2,849.09,7,9
50782,Sementes,train,3021.55,38.21,3,0
50783,Sementes,train,1760.9,69.72,1,1
50784,Máquinas,train,26606.97,4510.35,3,7
50785,Defensivos,train,6996.94,795.36,6,8
50786,Máquinas,train,36155.54,409.76,4,0
50787,Fertilizantes,train,3090.34,68.18,2,0
50788,Máquinas,train,11060.56,382.7,1,0
50789,Máquinas,train,19030.92,905.15,2,2
50790,Sementes,train,3342.28,262.22,3,4
50791,Máquinas,train,24996.81,2307.15,3,4
50792,Defensivos,train,4516.89,704.81,4,8
50793,Máquinas,train,17709.32,461.33,2,0
50794,Sementes,train,2455.52,215.96,2,4
50795,Defensivos,train,3774.77,149.23,4,2
50796,Defensivos,train,590.78,22.18,0,0
50797,Fertilizantes,train,3392.14,147.17,3,2
50798,Máquinas,train,35724.26,911.62,4,2
50799,Sementes,train,13802.31,1397.25,9,9
50800,Máquinas,train,25620.63,948.57,3,2
50801,Máquinas,train,79409.76,6339.52,8,8
50802,Máquinas,train,99674.03,4287.97,8,7
50803,Fertilizantes,train,5016.23,564.67,4,7
50804,Máquinas,train,21557.32,826.88,2,1
50805,Defensivos,train,5666.07,673.41,5,8
50806,Máquinas,train,36831.52,2555.52,4,5
50807,Sementes,train,5405.91,335.07,6,5
50808,Fertilizantes,train,2562.79,89.87,2,1
50809,Defensivos,train,12449.0,378.2,9,6
50810,Defensivos,train,4473.22,677.8,4,8
50811,Defensivos,train,5979.76,417.05,6,6
50812,Fertilizantes,train,4631.09,309.43,4,4
50813,Máquinas,train,4423.15,124.94,0,0
50814,Sementes,train,455.36,34.63,0,0
50815,Máquinas,train,11282.45,439.51,1,0
50816,Defensivos,train,3515.9,335.5,3,5
50817,Defensivos,train,4471.82,304.48,4,5
50818,Sementes,train,8399.86,167.14,8,3
50819,Máquinas,train,26581.76,1383.58,3,3
50820,Defensivos,train,14186.2,1403.6,9,9
50821,Máquinas,train,19372.96,625.27,2,1
50822,Fertilizantes,train,1870.04,256.54,1,4
50823,Defensivos,train,4115.75,232.43,4,4
50824,Defensivos,train,1805.49,54.55,1,0
50825,Defensivos,train,2993.81,249.99,3,4
50826,Máquinas,train,6369.63,241.75,0,0
50827,Máquinas,train,26121.06,1563.34,3,3
50828,Máquinas,train,105594.23,2355.08,9,5
50829,Fertilizantes,train,12892.36,1011.24,8,9
50830,Máquinas,train,110052.21,5906.89,9,8
50831,Fertilizantes,train,2860.43,89.89,2,1
50832,Máquinas,train,57810.68,5246.44,6,7
50833,Máquinas,train,31331.42,1840.66,4,4
50834,Máquinas,train,54702.82,4748.84,6,7
50835,Defensivos,train,3402.77,220.91,3,4
50836,Fertilizantes,train,3706.34,233.44,3,3
50837,Máquinas,train,48832.18,4432.72,6,7
50838,Máquinas,train,161560.16,18709.94,9,9
50839,Sementes,train,1119.77,88.62,1,1
50840,Fertilizantes,train,6279.16,497.14,5,6
50841,Defensivos,train,19463.89,2834.69,9,9
50842,Máquinas,train,29975.13,3288.78,4,6
50843,Sementes,train,13091.68,195.12,9,3
50844,Sementes,train,1803.56,62.56,1,1
50845,Fertilizantes,train,3975.94,170.41,3,2
50846,Fertilizantes,train,2044.3,66.72,1,0
50847,Defensivos,train,10002.88,1150.82,8,9
50848,Máquinas,train,140390.72,6353.52,9,8
50849,Máquinas,train,13504.99,1426.01,1,3
50850,Máquinas,train,6450.65,33.99,0,0
50851,Defensivos,train,12349.5,628.22,9,7
50852,Máquinas,train,36504.47,4624.45,4,7
50853,Sementes,train,897.93,50.67,0,0
50854,Máquinas,train,14575.12,1021.49,1,2
50855,Sementes,train,2652.71,132.04,3,2
50856,Fertilizantes,train,5247.48,345.09,5,5
50857,Sementes,train,1732.46,211.21,1,4
50858,Máquinas,train,107728.78,8046.52,9,8
50859,Defensivos,train,1009.47,99.39,0,1
50860,Defensivos,train,11208.75,1550.9,8,9
50861,Máquinas,train,128019.41,20342.53,9,9
50862,Sementes,train,4849.76,192.52,5,3
50863,Máquinas,train,16260.6,314.08,2,0
50864,Defensivos,train,2892.89,281.27,3,4
50865,Defensivos,train,5793.97,295.88,6,5
50866,Fertilizantes,train,3565.72,82.96,3,1
50867,Máquinas,train,29315.35,2681.48,3,5
50868,Sementes,train,3569.26,118.34,4,2
50869,Defensivos,train,1160.98,61.82,0,1
50870,Máquinas,train,14191.31,856.82,1,1
50871,Sementes,train,9426.31,613.49,8,8
50872,Defensivos,train,3306.7,255.92,3,4
50873,Máquinas,train,148397.63,4312.27,9,7
50874,Defensivos,train,1466.44,157.56,1,2
50875,Defensivos,train,982.66,42.28,0,0
50876,Máquinas,train,23300.55,1436.4,3,3
50877,Defensivos,train,1658.12,93.72,1,1
50878,Fertilizantes,train,10098.26,479.71,8,6
50879,Máquinas,train,32601.4,878.8,4,2
50880,Máquinas,train,128907.98,7899.12,9,8
50881,Máquinas,train,65099.38,4238.42,7,7
50882,Máquinas,train,4451.63,301.96,0,0
50883,Sementes,train,8375.67,264.33,8,4
50884,Fertilizantes,train,3591.61,474.29,3,6
50885,Máquinas,train,38569.43,3396.25,5,6
50886,Máquinas,train,19895.86,363.22,2,0
50887,Máquinas,train,26536.09,623.99,3,1
50888,Fertilizantes,train,6808.73,169.85,6,2
50889,Sementes,train,7121.4,579.6,7,8
50890,Máquinas,train,43118.77,4522.73,5,7
50891,Máquinas,train,2632.58,205.66,0,0
50892,Sementes,train,2222.1,237.6,2,4
50893,Sementes,train,5628.72,97.04,6,1
50894,Defensivos,train,13562.2,1956.94,9,9
50895,Defensivos,train,10583.04,677.26,8,8
50896,Máquinas,train,80945.97,4171.77,8,7
50897,Máquinas,train,63047.07,3343.73,7,6
50898,Máquinas,train,4900.63,755.39,0,1
50899,Sementes,train,1440.43,112.95,1,2
50900,Fertilizantes,train,10630.12,344.62,8,5
50901,Fertilizantes,train,9192.74,259.01,7,4
50902,Fertilizantes,train,2894.05,348.65,2,5
50903,Fertilizantes,train,2548.8,289.8,2,4
50904,Defensivos,train,260.03,15.19,0,0
50905,Máquinas,train,1682.5,23.65,0,0
50906,Fertilizantes,train,10732.52,508.78,8,6
50907,Máquinas,train,50174.75,3061.65,6,5
50908,Defensivos,train,1018.5,122.48,0,2
50909,Defensivos,train,1513.82,157.98,1,2
50910,Sementes,train,687.67,70.18,0,1
50911,Máquinas,train,12659.12,149.64,1,0
50912,Fertilizantes,train,303.95,17.2,0,0
